problem.name;solver.name;randomGenerator.seed;problem.target;solver.mapper.grammar.name;state→n.iterations;individual→solution→grid.compactness;individual→solution→grid.elongation;individual→bin[solution→grid.compactness];individual→bin[solution→grid.elongation];"individual→solution→grid.h→[f.gridFitW(), f.gridFitH(), f.gridString(byRows = true; elementF = f.toString(); yMirror = true)]"
shape-dog;me;1;dog;dog-shape;200;7.70492e-01;6.00000e-01;5;1;"{15;6}{;;;h;h;h;;;h;h;h;h;h;;;;;;a;a;;;;a;a;;;;;;;;;a;a;;;;a;a;;;;;;;;;a;a;;;;a;a;;;;;;s;s;s;h;s;s;s;s;h;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;8.03571e-01;6.00000e-01;6;1;"{15;6}{;;;h;h;h;;;h;h;h;;;;;;;;a;a;;;;a;a;;;;;;;;;a;a;;;;a;a;;;;;;;;;a;a;;;;a;a;;;;;;s;s;s;h;s;s;s;s;h;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;7.67857e-01;4.61538e-01;5;0;"{13;7}{;;;;;;;;h;;;;;;;;h;h;h;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.03571e-01;4.61538e-01;6;0;"{13;7}{;;;;;;;;h;;;;;;;;h;h;h;h;h;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;7.62712e-01;3.84615e-01;5;0;"{13;8}{;;;;;;;;h;;;;;;;;;;;;;a;a;;;;;;;h;h;h;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;7.28814e-01;5.38462e-01;4;0;"{13;6}{;;;h;h;h;h;h;h;h;h;h;;;;;a;a;;;;;;;;;;;;a;a;;;;h;;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;7.34375e-01;4.61538e-01;4;0;"{13;7}{;;;h;h;h;;;;;;;;;;;a;a;;;;h;h;h;h;h;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;7.20588e-01;3.84615e-01;4;0;"{13;8}{;;;h;h;h;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;h;h;h;h;h;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;8.26923e-01;3.84615e-01;6;0;"{13;8}{;;;;;;;;h;;;;;;;;;;;;;a;a;;;;;;;h;;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;7.37705e-01;6.00000e-01;4;1;"{15;6}{;;;h;h;h;h;h;h;h;h;h;;;;;;;a;a;;;;;;;;;;;;;;a;a;;;;h;;;;;;;;;;a;a;;;;a;a;;;;;;s;s;s;h;s;s;s;s;h;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;8.66667e-01;4.61538e-01;7;0;"{13;7}{;;;h;;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;h;h;h;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.72340e-01;3.84615e-01;7;0;"{13;8}{;;;h;;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;h;h;h;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.28571e-01;4.61538e-01;8;0;"{13;7}{;;;;;;;;h;h;h;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;h;;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;7.88462e-01;2.72727e-01;5;0;"{11;8}{;;;;;;h;;;;;;h;;;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.80000e-01;5.71429e-01;7;1;"{14;6}{;;;;;;;;;h;h;h;h;h;;;;;;;;;;a;a;;;;;h;;;h;;;;;a;a;;;;;a;a;;a;a;;;;a;a;;;;s;h;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.84615e-01;6.25000e-01;7;2;"{16;6}{;;;;;;;;;h;h;h;h;h;h;h;;;;;;;;;;a;a;;;;;;;h;;;h;;;;;a;a;;;;;;;a;a;;a;a;;;;a;a;;;;;;s;h;s;s;h;s;s;s;s;h;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;s;s;a;;}"
shape-dog;me;1;dog;dog-shape;200;7.41379e-01;2.72727e-01;4;0;"{11;8}{;;;;;;h;;;;;;h;h;h;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;6.92308e-01;5.00000e-01;3;0;"{12;6}{;h;h;h;h;h;h;h;h;h;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;s;h;s;s;s;s;s;s;s;;;;a;a;a;a;a;a;a;s;s;h;h;a}"
shape-dog;me;1;dog;dog-shape;200;6.53333e-01;6.00000e-01;3;1;"{15;6}{;;;;h;h;h;h;h;h;h;h;h;h;h;;;;;a;a;;;;;;;;;;;h;;;a;a;;;;;;;;;;;a;a;;a;a;;;;;;;;;;s;h;s;s;h;s;s;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;9.00000e-01;5.29412e-01;8;0;"{17;8}{;;;h;;;;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;;;a;a;;;;h;;;;;;;;;;;;a;a;;;;a;a;;;;;;;;s;s;s;h;s;s;s;s;h;s;s;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;8.44156e-01;7.14286e-01;6;4;"{21;6}{;;;;;;h;h;h;h;h;;h;h;h;;;;;;;;;;;;;a;a;;;;;a;a;;;;;;;;;h;;;;;a;a;;h;;;a;a;;;;;;;;;a;a;;;;a;a;;a;a;;a;a;;;;;;;;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;a}"
shape-dog;me;1;dog;dog-shape;200;7.88235e-01;7.14286e-01;5;4;"{21;6}{;;;;;;h;h;h;h;h;;h;h;h;h;h;;;;;;;;;;;a;a;;;;;a;a;;;;;;;;;h;;;;;a;a;;h;;;a;a;;;;;;;;;a;a;;;;a;a;;a;a;;a;a;;;;;;;;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;a}"
shape-dog;me;1;dog;dog-shape;200;9.71429e-01;3.84615e-01;9;0;"{12;8}{;h;;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;s;h;s;s;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.18367e-01;6.00000e-01;8;1;"{15;6}{;;;h;;;;;;;h;h;h;;;;;;a;a;;;;;;a;a;;;;;;;a;a;;;;;;a;a;;;;;;;a;a;;;;;;a;a;;;;s;s;s;h;s;s;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.69697e-01;4.61538e-01;9;0;"{12;8}{;h;;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;s;h;s;s;s;s;s;s;s;;;;a;a;a;a;a;a;a;s;s;h;h;a}"
shape-dog;me;1;dog;dog-shape;200;9.00000e-01;3.07692e-01;8;0;"{13;9}{;;;;;;;;h;;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;h;h;h;;;;;a;a;;;;;a;a;;;;;;a;a;;;;;a;a;;;;;;a;a;;;;s;h;s;s;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.18367e-01;2.30769e-01;8;0;"{13;10}{;;;;;;;;h;;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;h;h;h;;;;;a;a;;;;;a;a;;;;;;a;a;;;;s;h;s;s;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.88889e-01;7.30769e-01;7;4;"{26;7}{;;;;;;;;;;;;;h;h;h;h;h;h;h;h;h;h;h;h;h;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;;;;;;;h;;;;;a;a;;;;;;;;;;;;;;;h;;;;;a;a;;;;a;a;;;;;;;;;;;;;;;a;a;;;;a;a;;;;a;a;;;;;;;;;;;;s;s;s;h;s;s;s;s;h;s;s;s;s;h;s;s;s;;;;;;;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;;;;;;;;}"
shape-dog;me;1;dog;dog-shape;200;9.17808e-01;7.14286e-01;8;4;"{21;6}{;;;;;;;;;;;;h;h;h;;;;;;;;;;;;;h;h;h;h;h;;a;a;;;;;;;;;h;;;;;a;a;;h;h;h;a;a;;;;;;;;;a;a;;;;a;a;;a;a;;a;a;;;;;;;;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;8.06452e-01;2.50000e-01;6;0;"{12;9}{;;;;h;;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;h;;;a;a;;h;;;;;;a;a;;a;a;;a;a;;;;;a;a;;a;a;;a;a;;;;;a;a;;a;a;;a;a;;;;s;h;s;s;h;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.10127e-01;8.07692e-01;6;6;"{26;5}{;;;;;;;;h;;;;;h;h;h;h;h;h;h;h;h;h;h;h;h;;;;h;;;;;a;a;;;;a;a;;;;;;;;;;;;;;;a;a;;;;a;a;;;;a;a;;;;;;;;;;;;s;s;s;h;s;s;s;s;h;s;s;s;s;h;s;s;s;s;s;;;;;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;a;;;;;;}"
shape-dog;me;1;dog;dog-shape;200;8.66667e-01;2.72727e-01;7;0;"{11;8}{;h;h;h;h;h;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;;;;a;a;;h;;;;;;;;a;a;;a;a;;;;;;s;h;s;s;h;s;s;s;s;s;;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;9.50000e-01;2.30769e-01;9;0;"{12;10}{;;;h;;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;s;s;s;h;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;6.84783e-01;7.14286e-01;3;4;"{21;6}{;;;h;h;h;h;h;h;h;;;h;h;h;h;h;;;;;;;;a;a;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;a;a;;;;;;;;s;s;s;h;s;s;s;s;s;s;s;s;h;s;s;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;7.05882e-01;7.00000e-01;4;3;"{20;6}{;;;;h;h;h;h;h;h;h;h;h;;;;;;;;;;;;a;a;;;;;;;;;;;;;;;;h;;;a;a;;;;;;;;h;;;;;;;;a;a;;a;a;;;;;;;;a;a;;;;;;s;h;s;s;h;s;s;s;s;s;s;s;s;h;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.54167e-01;1.81818e-01;7;0;"{11;9}{;;;h;;;;;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;;;;a;a;;h;h;h;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;s;s;s;h;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.74359e-01;5.00000e-01;9;0;"{14;7}{;h;h;h;;;;;;;;;;;;a;a;;;;;;;;;;;;;a;a;;;;;;;;;;;;;a;a;;;;;;;;;;;;;a;a;;;;;;;;;;;;s;h;s;s;s;s;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;6.36364e-01;5.00000e-01;2;0;"{10;5}{;h;h;h;h;h;h;h;h;h;;a;a;;;;;;;;;a;a;;;;;;;;s;h;s;s;s;;;;;;a;a;a;s;s;h;h;h;h;a}"
shape-dog;me;1;dog;dog-shape;200;8.36735e-01;1.81818e-01;6;0;"{11;9}{;;;;;;h;;;;;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;h;;;a;a;;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;s;s;s;h;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.50000e-01;1.66667e-01;9;0;"{12;10}{;;;;;;;h;;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;;;;;;;;a;a;;;;s;s;s;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.65079e-01;8.28571e-01;7;6;"{35;6}{;h;h;h;;;;;;;;h;h;h;h;h;h;h;;;;;;;;;;;;;;;;;;;a;a;;;;;;;;;a;a;;a;a;;a;a;;;;;;;;;;;;;;;;;;a;a;;;;h;;;;;a;a;;a;a;;a;a;;;;;;h;;;;;;;;;;;;a;a;;;;a;a;;;;a;a;;a;a;;a;a;;;;;;a;a;;;;;;;;;;s;h;s;s;s;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;s;h;s;s;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;7.79762e-01;8.10811e-01;5;6;"{37;7}{;;;h;h;h;;;;;;;;;;;;;;;;;;;;;;h;;;;;;;;;;;;;a;a;;;;;;;h;h;h;h;h;;;;h;h;h;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;a;a;;;;;;;a;a;;;;;;;a;a;;;;;;;;;;;;a;a;;;;h;h;h;a;a;;h;h;h;;;a;a;;;;h;;;a;a;;h;h;h;;;;;;;;a;a;;;;a;a;;a;a;;a;a;;;;a;a;;;;a;a;;a;a;;a;a;;;;;;s;s;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.11111e-01;1.81818e-01;8;0;"{11;9}{;;;;h;;;;;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;h;h;h;a;a;;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;;;s;h;s;s;h;s;s;s;s;s;;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;7.70492e-01;1.81818e-01;5;0;"{11;9}{;;;;;;h;;;;;;;;;;;a;a;;;;;h;h;h;h;h;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;;a;a;;;;a;a;;;;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;7.42857e-01;8.33333e-01;4;6;"{36;6}{;;;;;;;;;;;;;;;h;h;h;h;h;h;h;h;h;h;h;;;;;;;;;;;;h;h;h;;;h;h;h;h;h;h;h;;;a;a;;;;;;;;;;;;;;;;;;;;;a;a;;;;a;a;;;;;;;;a;a;;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;;a;a;;;;a;a;;;;;;;;a;a;;a;a;;;;a;a;;a;a;;a;a;;;;;;s;h;s;s;s;s;h;s;s;s;s;s;s;s;s;h;s;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;7.23684e-01;1.53846e-01;4;0;"{13;11}{;;;h;;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;h;;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;9.10000e-01;8.06452e-01;8;6;"{31;6}{;h;h;h;h;h;h;h;h;h;h;;;;;;;;;;;;;;;;;;;;;;a;a;;a;a;;h;h;h;;;;;;;;;;;;;;;;;;;;;;;a;a;;a;a;;a;a;;h;;;;;;;;;;;;;;;;;;;;;;a;a;;a;a;;a;a;;a;a;;;;;;;;;;;;;;;;;;;;s;h;s;s;h;s;s;h;s;s;h;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;6.97368e-01;2.30769e-01;3;0;"{13;10}{;;;h;h;h;h;h;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;h;;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;7.00000e-01;4.61538e-01;3;0;"{13;7}{;h;h;h;h;h;;;;;;;;;a;a;;;;;;;;;;;;a;a;;h;h;h;h;h;h;h;h;h;;a;a;;a;a;;;;;;;;;a;a;;a;a;;;;;;;;s;h;s;s;h;s;s;s;s;s;;;;a;a;a;a;a;a;a;a;s;s;h;h;a}"
shape-dog;me;1;dog;dog-shape;200;6.66667e-01;8.23529e-01;3;6;"{34;6}{;;;;;;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;;;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;;;;;;;;;;;;;;;h;;;;;a;a;;h;;;;;;;;;;;;;h;;;;;h;h;h;;;;;;a;a;;;;a;a;;a;a;;;;;;;;;;;;a;a;;;;a;a;;;;;;s;h;s;s;s;s;h;s;s;h;s;s;s;s;s;s;s;s;s;s;s;s;h;s;s;s;s;h;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;8.53659e-01;1.00000e-01;7;0;"{9;9}{;;;;h;;;;;;;;;a;a;;;;;;;;a;a;;;;;;;;a;a;;;;;h;;;a;a;;;;;a;a;;a;a;;;;;a;a;;a;a;;;;s;h;s;s;h;s;s;s;;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;1.00000e+00;6.00000e-01;9;1;"{10;4}{;h;;;;;;;;;;a;a;;;;;;;;s;h;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;9.02439e-01;1.00000e-01;8;0;"{9;9}{;;;;h;;;;;;;;;a;a;;;;;;;;a;a;;;;;;;;a;a;;;;;h;h;h;a;a;;;;;a;a;;a;a;;;;;a;a;;a;a;;;;s;h;s;s;h;s;s;s;;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;9.51807e-01;7.58621e-01;9;5;"{29;7}{;h;h;h;h;h;;;;;;;;;;;;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;h;h;h;;;;;;;;;;;;a;a;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;a;a;;;;;;;;;;;;;a;a;;;;;;;;;;;;;;a;a;;;;;;;;;;;;s;h;s;s;s;s;s;s;s;s;s;s;s;s;s;s;h;s;s;s;s;s;s;s;s;s;s;s;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;6.83673e-01;7.14286e-02;3;0;"{13;13}{;;;h;h;h;;;;;;;;;;;a;a;;;;;;;;;;;;a;a;;;;h;h;h;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;;;;a;a;;;;a;a;;;;s;s;s;h;s;s;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;a;a;s;s;h}"
shape-dog;me;1;dog;dog-shape;200;7.79412e-01;9.09091e-02;5;0;"{11;10}{;;;h;h;h;h;h;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;;;;a;a;;h;h;h;h;h;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;s;s;s;h;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.22581e-01;9.09091e-02;6;0;"{11;10}{;;;h;h;h;;;;;;;;;a;a;;;;;;;;;;a;a;;;;;;;;;;a;a;;h;h;h;h;h;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;;;;a;a;;a;a;;;;s;s;s;h;s;s;h;s;s;s;;a;a;a;a;a;a;a;a;s;s;a}"
shape-dog;me;1;dog;dog-shape;200;8.41860e-01;9.01639e-01;6;8;"{61;6}{;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;h;;;;;;;;a;a;;h;h;h;h;h;;;;;;h;;;;;;;;;;h;h;h;h;;;;;h;;;h;;;h;h;h;h;h;;;;;;;h;h;h;h;h;a;a;;;;h;h;h;a;a;;a;a;;;;;;h;;;a;a;;;;;;;;;a;a;;a;a;;;;a;a;;a;a;;a;a;;;;;;;;;;a;a;;;;a;a;;;;a;a;;a;a;;a;a;;;;;;a;a;;a;a;;;;;;;;s;h;s;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;s;s;s;s;s;h;s;s;s;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;s;h;s;s;h;s;s;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;h;h;h}"
shape-dog;me;1;dog;dog-shape;200;1.00000e+00;0.00000e+00;9;0;"{1;1}{a}"
shape-dog;me;1;dog;dog-shape;200;8.51695e-01;9.10448e-01;7;8;"{67;6}{;;;;h;h;h;h;h;h;h;h;h;h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a;a;;;;a;a;;;;;;;;;;h;;;;;;;h;h;h;h;h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;h;h;h;a;a;;;;a;a;;;;h;;;h;h;h;a;a;;;;;;a;a;;h;h;h;h;;;;;;;;;;;;;;;h;;;;;;;h;;;;;h;h;h;h;h;h;h;;a;a;;a;a;;;;a;a;;;;a;a;;a;a;;a;a;;;;;;a;a;;a;a;;a;a;;;;;;;;;;;;;;a;a;;;;;;a;a;;;;a;a;;;;;;s;h;s;s;h;s;s;s;s;h;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;s;h;s;s;h;s;s;h;s;s;s;s;s;s;s;s;s;s;s;s;s;s;h;s;s;s;s;s;s;h;s;s;s;s;h;s;s;s;;;;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;s;s;a;;}"
